koi_disposition,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad
FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,1.245331397,132.22902,0.649,2.566,3.81E+01,1.61,2678,12115.45,26.5,6106,3.781,2.477
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1.52593737,132.6849,0.681,1.958,1.59E+02,1.39,1697,1963.41,9.6,6184,4.448,1.038
FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,8.21429932,135.00609,0.667,3.099,7.07E+01,1.66,1312,701.11,19.7,6277,3.951,1.869
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.54945486,132.47682,0.228,6.698,2.18E+01,1.34,3006,19304.93,20.9,7382,3.838,2.804
FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,8.42943991,132.29198,0.82,2.441,8.91E+01,1.19,1029,265.39,19.7,6353,4.375,1.132
CONFIRMED,CANDIDATE,0,0,0,0,10.60052083,132.98523,0.729,4.509,6.09E+01,1.09,987,224.28,17.4,6035,4.212,1.303
FALSE POSITIVE,FALSE POSITIVE,1,1,0,0,0.9570701,131.7767386,,2.75,,,,,,,,
CONFIRMED,CANDIDATE,0,0,0,0,21.8634638,145.2419,0.502,3.542,8.71E+02,2.37,551,21.77,9.9,5383,4.587,0.789
FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,86.4392931,144.58294,1.28,6.534,1.18E+03,35.31,442,8.99,20.5,6208,4.454,1.024
CONFIRMED,CANDIDATE,0,0,0,0,63.3354719,162.6161,0.029,3.651,9.83E+02,1.18,202,0.39,13,3526,4.866,0.383
FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,14.77820911,144.09725,1.258,5.395,1.08E+04,44.48,809,101.07,123.1,6258,4.442,1.046
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,15.60862948,144.30211,1.171,6.6957,3.44E+04,39.42,648,41.71,186,5569,4.566,0.829
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,389.14115,309.5721,0.0973,7.93,3.47E+02,1.67,250,0.92,10.1,6043,4.505,0.894
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,365.78863,187.5436,0.1564,12.76,8.85E+02,2.21,215,0.5,10.5,5407,4.585,0.752
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,2.4826619,133.78028,0.731,2.115,3.70E+01,0.8,1619,1627.36,10,6356,4.292,1.225
FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,2.17811908,132.02334,0.3437,1.468,7.40E+01,0.8,1412,938.51,9.8,6039,4.505,0.921
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1.11205787,132.01568,0.008,1.459,1.19E+02,1.02,1799,2484.64,16.1,6098,4.488,0.932
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,224.447413,293.1378,0.4162,4.986,6.51E+02,2.05,260,1.08,7.9,5489,4.574,0.798
CANDIDATE,CANDIDATE,0,0,0,0,7.5019743,135.0995,0.442,2.582,2.48E+02,1.19,709,59.73,9.1,4807,4.546,0.758
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,21.8660922,138.517,0.057,2.03,3.02E+02,1.88,730,67.15,9.2,6309,4.402,1.077
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,5.09506,132.4511,0.691,5.73,2.36E+01,2.14,2247,6030.14,7.6,6700,3.48,4.146
CANDIDATE,CANDIDATE,0,0,0,0,29.1206519,138.4718,0.195,2.89,4.16E+02,1.6,528,18.43,9.7,5671,4.582,0.788
CONFIRMED,CANDIDATE,0,0,0,0,0.689967868,131.63498,0.119,1.1688,1.23E+02,0.78,1539,1336.82,28.7,4872,4.615,0.726
FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1.89132292,132.6489,0.709,5.607,1.60E+01,0.9,2799,14532.55,14.8,8482,4.089,2.106
CANDIDATE,CANDIDATE,0,0,0,0,6.91261536,132.15638,0.656,2.359,3.44E+01,0.64,981,218.66,12,5761,4.383,1.044
CANDIDATE,CANDIDATE,0,0,0,0,25.8616058,140.2048,0.855,7.78,1.23E+02,1.12,613,33.37,8.5,6067,4.524,0.884
FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0.918420801,131.58576,0.656,3.533,5.67E+01,1.14,2374,7502.5,40.3,6210,4.166,1.434
FALSE POSITIVE,FALSE POSITIVE,1,0,1,0,0.573709256,131.93854,0.69,1.4932,1.31E+02,7.05,4415,90258.45,37.5,5261,3.13,5.769
CONFIRMED,CANDIDATE,0,0,0,0,13.8353959,134.3082,0.94,4.961,8.18E+02,3.78,809,101.05,10.3,6020,4.403,1.057
CANDIDATE,CANDIDATE,0,0,0,0,18.9060921,140.82932,0.004,4.125,3.76E+02,0.87,336,3.03,11.9,3751,4.813,0.45
CANDIDATE,CANDIDATE,0,0,0,0,25.6970688,144.2286,0.943,3.739,8.35E+02,3.83,658,44.24,6.4,6020,4.403,1.057
FALSE POSITIVE,FALSE POSITIVE,1,0,1,0,46.9434911,176.32544,0.213,1.368,1.01E+02,1.57,669,47.27,6.6,6253,4.102,1.55
CONFIRMED,CANDIDATE,0,0,0,0,19.5906103,144.65969,0.529,6.745,2.97E+02,2.64,819,106.48,24.9,5794,4.118,1.496
CONFIRMED,CANDIDATE,0,0,0,0,8.23983041,137.75528,0.012,5.619,2.51E+02,2.35,1093,338.17,29.4,5794,4.118,1.496
CANDIDATE,CANDIDATE,0,0,0,0,6.07855,132.5345,0.3408,3.408,1.03E+02,1.14,1115,365.15,10.4,6119,4.346,1.114
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,427.65334,136.2622,0.4355,11.17,1.57E+02,1.97,284,1.53,7.2,5325,4.004,1.565
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,412.041857,354.8569,0.1068,5.572,1.96E+03,3.77,217,0.52,12.3,5485,4.556,0.867
CANDIDATE,CANDIDATE,0,0,0,0,2.131660527,133.13431,0.036,1.8585,3.22E+01,0.56,1438,1010.45,15.7,5849,4.426,0.997
CANDIDATE,CANDIDATE,0,0,0,0,5.75902182,132.16301,0.329,2.687,7.08E+01,0.91,1112,362.12,9.9,6247,4.433,1.066
CANDIDATE,CANDIDATE,0,0,0,0,0.903763067,131.51926,0.0938,0.562,2.68E+02,1.08,1254,585.15,12.6,4430,4.616,0.651
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0.9628348,132.1907,0.309,2.259,9.28E+01,0.81,1648,1734.83,7.6,5559,4.554,0.838
CANDIDATE,CANDIDATE,0,0,0,0,5.66494448,136.33835,0.4638,4.173,4.60E+01,0.78,1134,390.59,11.4,5888,4.269,1.13
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1.57017249,132.1034,0.085,2.257,1.58E+02,0.82,1232,543.06,10.2,5300,4.66,0.66
FALSE POSITIVE,FALSE POSITIVE,1,0,1,1,0.566798364,131.81891,0.487,3.172,3.86E+01,0.66,2272,6280.34,14.1,5864,4.411,1.04
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,3.22452656,132.50118,0.0995,5.156,5.75E+01,24.48,4883,134353.84,24.3,3857,1.338,34.674
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1.89127438,132.68059,0.514,4.491,3.23E+01,2.03,3342,29488.85,24.6,7919,3.663,3.46
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1.33256944,132.05502,0.456,3.89,2.06E+01,0.46,1624,1636.72,18.8,5655,4.431,0.998
CONFIRMED,CANDIDATE,0,0,0,0,66.6504521,171.18229,0.433,5.744,5.37E+02,1.56,308,2.14,27.1,4550,4.627,0.679
FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,55.7002642,152.6957,0.2976,4.285,3.33E+02,1.18,309,2.14,10.8,4267,4.608,0.67
CONFIRMED,CANDIDATE,0,0,0,0,3.54553077,132.37486,0.143,4.143,1.19E+02,1.62,1448,1039.47,18.1,5794,4.118,1.496
CANDIDATE,CANDIDATE,0,0,0,0,85.0624157,149.220739,0.819,4.6964,4.19E+04,21.26,355,3.74,495.3,5223,4.52,0.875
FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,10.88241656,132.677164,1.199,5.4674,1.66E+04,29.69,632,37.81,265.2,4946,4.57,0.715
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,25.19830439,142.2240343,1.069,5.1942,7.38E+04,46.14,604,31.54,1669.4,5955,4.534,0.883
CANDIDATE,CANDIDATE,0,0,0,0,14.3196417,134.16323,0.533,3.781,2.16E+02,2.06,850,123.37,12.5,5562,4.151,1.373
FALSE POSITIVE,FALSE POSITIVE,1,0,1,1,0.50727675,131.77681,0.429,2.32,2.15E+02,1.7,2449,8524.12,33.5,5970,4.399,1.143
CANDIDATE,CANDIDATE,0,0,0,0,5.2736268,135.6461,0.595,5.291,8.61E+01,0.89,1014,249.68,8.7,5851,4.515,0.918
CANDIDATE,CANDIDATE,0,0,0,0,24.5041103,140.1805,0.178,6.065,1.20E+02,1.03,574,25.59,11.3,5250,4.404,0.962
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1.316398648,132.2998,0.392,1.169,1.83E+02,1.09,1374,842.93,13.1,5088,4.508,0.806
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,419.4596,275.458,0.0167,13.53,1.32E+02,2.1,303,2,8.4,5248,3.886,1.869
CANDIDATE,CANDIDATE,0,0,0,0,9.97202023,137.71181,0.401,1.425,3.30E+02,1.26,627,36.53,8.6,4810,4.584,0.696
FALSE POSITIVE,FALSE POSITIVE,1,0,0,1,14.2005007,135.7279,1.106,5.232,8.06E+01,13.28,843,119.41,10.6,6332,4.406,1.065
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1.318347743,132.7886,0.427,0.871,1.13E+02,1.23,1861,2827.4,10.6,6143,4.351,1.121
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,5.5834987,132.562,0.7862,2.484,8.74E+01,1.41,1317,711.41,11.8,6517,4.241,1.375
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1.12401084,131.64952,0.297,3.052,4.36E+01,0.61,1719,2058.79,10,5941,4.519,0.911
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1.21374652,131.735,0.57,3.371,2.89E+01,0.59,1880,2945.61,17.4,6238,4.407,1.049
CONFIRMED,CANDIDATE,0,0,0,0,5.24970432,135.46911,0.248,2.746,6.19E+01,0.67,954,195.3,13.9,5528,4.499,0.853
FALSE POSITIVE,FALSE POSITIVE,1,0,1,1,45.4333769,172.93877,0.959,6.351,9.06E+02,2.23,315,2.34,18.1,4371,4.712,0.559
CANDIDATE,CANDIDATE,0,0,0,0,40.3511707,153.40933,0.079,3.97,5.34E+02,1.88,479,12.46,11.3,5665,4.568,0.82
CANDIDATE,CANDIDATE,0,0,0,0,72.9332762,198.11468,0.106,3.829,7.70E+02,2.45,389,5.44,11.3,5316,4.47,0.902
CONFIRMED,CANDIDATE,0,0,0,0,56.6746666,160.44836,0.626,5.516,8.83E+02,4.01,522,17.59,22.7,5541,4.189,1.295
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,63.9005941,189.47344,1.194,8.2789,1.71E+04,25.91,353,3.68,110.8,5204,4.63,0.634
CANDIDATE,CANDIDATE,0,0,0,0,12.6878176,136.1525,0.921,4.262,2.93E+02,2.16,851,123.89,13.5,6258,4.442,1.046
CANDIDATE,CANDIDATE,0,0,0,0,483.36405,483.0784,0.614,15.61,2.85E+02,1.27,202,0.39,8.3,5700,4.626,0.718
CONFIRMED,CANDIDATE,0,0,0,0,16.2951259,144.80425,0.494,3.678,1.98E+02,1.15,574,25.59,13,4915,4.512,0.812
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,18.17304501,355.230984,0.674,10.9113,6.99E+04,24.39,650,42.19,1820.5,5799,4.548,0.86
FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,14.12678065,137.90377,1.254,5.9303,7.65E+03,31.13,670,47.56,127.1,5656,4.583,0.784
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,358.56462,151.8698,0.4108,11.64,1.70E+02,0.99,219,0.55,9.6,5375,4.531,0.752
CANDIDATE,CANDIDATE,0,0,0,0,12.0729757,142.429,0.312,3.783,9.95E+01,1.69,969,208.13,9.7,5436,3.993,1.707
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1.337561836,132.14597,0.055,1.575,4.10E+01,1.11,2322,6870.94,9.5,6406,4.056,1.715
FALSE POSITIVE,FALSE POSITIVE,1,0,1,0,2.23755641,133.0574,0.182,2.089,1.01E+02,0.93,1397,897.8,7.3,6026,4.505,0.924
CANDIDATE,CANDIDATE,0,0,0,0,82.401274,140.6557,0.703,6.48,4.31E+02,2.21,421,7.42,10.1,5886,4.472,1
CANDIDATE,CANDIDATE,0,0,0,0,11.91256675,143.15988,0.174,6.126,1.23E+02,2.61,1242,562.27,27.8,6337,3.893,2.335
CANDIDATE,CANDIDATE,0,0,0,0,4.08197713,132.10953,0.328,2.943,2.62E+01,0.6,1372,836.88,9.3,6538,4.339,1.156
FALSE POSITIVE,FALSE POSITIVE,1,0,1,0,1.035268597,131.73249,0.3845,0.5663,1.12E+02,1.34,2136,4922.79,15.1,6332,4.311,1.205
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,359.3259,431.3267,0.2279,9.836,2.46E+02,3.6,410,6.69,13.5,6570,3.902,2.27
FALSE POSITIVE,FALSE POSITIVE,1,0,0,1,0.566805268,131.8224,0.069,3.721,3.57E+01,0.65,2492,9052.02,12.5,6403,4.418,1.086
CANDIDATE,CANDIDATE,0,0,0,0,0.912179022,131.81174,0.038,1.332,1.45E+02,0.65,1025,260.05,10.3,3880,4.722,0.555
CONFIRMED,CANDIDATE,0,0,0,0,12.27057043,137.57434,0.026,3.002,2.96E+02,1.67,811,102.25,18.7,6075,4.486,0.969
CONFIRMED,CANDIDATE,0,0,0,0,13.2274753,137.71768,0.803,6.356,2.30E+02,1.94,867,133.34,16.4,6269,4.405,1.155
CANDIDATE,CANDIDATE,0,0,0,0,76.87935893,146.882451,0.864,2.3819,2.13E+04,7.71,202,0.4,131,3638,4.828,0.436
FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,0.559517155,132.07411,0.328,0.596,5.79E+01,1.04,2762,13839.66,12.7,6462,4.266,1.309
CANDIDATE,CANDIDATE,0,0,0,0,13.0151826,134.74697,0.852,3.613,3.32E+02,1.36,556,22.6,11.9,4794,4.622,0.643
FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,29.47316279,154.89251,1.362,6.4327,1.26E+04,48.98,565,24.07,179.3,5838,4.529,0.897
FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,0.580725004,131.73303,0.137,2.071,1.05E+02,0.85,1939,3355.68,18,5471,4.53,0.841
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,1.94468659,133.2347,1.1592,18.22,4.56E+02,69.59,3334,29219.04,17.1,7894,3.644,3.521
CONFIRMED,CANDIDATE,0,0,0,0,7.28116667,132.7518,0.1,2.716,3.34E+02,1.4,744,72.16,11.5,5008,4.572,0.788
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,383.10017,286.3372,0.1365,8.8,5.79E+02,2.18,248,0.9,10,6011,4.522,0.902
CANDIDATE,CANDIDATE,0,0,0,0,2.87998334,131.48485,0.22,1.658,1.17E+02,0.85,1024,260.79,9.9,4951,4.523,0.806
FALSE POSITIVE,FALSE POSITIVE,1,0,1,0,0.605556082,132.02856,0.176,1.2399,1.02E+02,0.86,2120,4796.94,15.3,6123,4.556,0.846
CONFIRMED,CANDIDATE,0,0,0,0,4.36125889,132.53228,0.374,2.174,1.89E+02,1.2,1000,236.01,10.7,5520,4.544,0.873
CANDIDATE,CANDIDATE,0,0,0,0,21.08678557,135.5636,0.702,0.978,5.00E+02,2.08,651,42.44,11,6084,4.542,0.863
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1.19087362,131.71838,0.393,1.785,6.75E+01,0.73,1489,1165.78,8,5158,4.464,0.888
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1.06484622,131.5817,0.242,3.287,4.24E+01,0.72,2034,4059.63,12.5,6445,4.417,1.087
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.969824139,132.28429,0.332,0.783,2.31E+01,0.49,1839,2709.67,6.8,5780,4.438,1
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,190.60563,229.5171,0.0108,14.33,1.54E+02,1.6,386,5.25,11.6,6200,4.214,1.287
CANDIDATE,CANDIDATE,0,0,0,0,5.19206571,134.5614,0.847,3.716,6.66E+01,0.99,1170,442.55,10.5,6322,4.426,1.075
CANDIDATE,CANDIDATE,0,0,0,0,449.01499,144.707,0.2182,12.58,9.42E+01,1.04,258,1.04,8.5,6031,4.368,1.068
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,8.480305,135.8796,0.766,6.19,3.04E+02,1.33,661,45.21,11.5,4895,4.631,0.696
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,410.11676,328.2965,0.243,13.97,2.17E+02,1.41,242,0.81,11.2,5587,4.372,0.965
CONFIRMED,CANDIDATE,0,0,0,0,54.5091549,140.82739,0.94,5.125,6.22E+02,1.94,308,2.13,17,4406,4.67,0.603
CANDIDATE,CANDIDATE,0,0,0,0,17.4532945,146.66244,0.357,4.027,7.93E+01,0.76,639,39.42,12,5528,4.499,0.853
CONFIRMED,CANDIDATE,0,0,0,0,14.1959621,137.01221,0.786,3.605,1.96E+02,1.66,818,105.7,14.1,6214,4.442,1.076
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,11.52482874,134.08163,1.205,1.724,5.78E+02,22.56,756,77.15,16.2,5592,4.472,0.892
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,46.84008579,164.134422,4.652,3.8198,6.29E+03,428.62,552,22,147.9,6006,4.33,1.055
CANDIDATE,CANDIDATE,0,0,0,0,6.70242786,133.17733,0.369,1.221,6.53E+01,1.82,1367,827.56,8.8,5466,3.735,2.224
FALSE POSITIVE,FALSE POSITIVE,1,0,1,1,0.992798625,131.70889,1.219,3.5065,5.83E+02,29.26,1967,3519.47,79.1,6055,4.407,1.098
CANDIDATE,CANDIDATE,0,0,0,0,7.79534033,138.03216,0.282,3.406,1.02E+02,1.07,985,222.52,10.2,6156,4.443,1.05
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,186.72243,308.6018,0.4736,13.35,3.26E+02,1.84,329,2.77,11.5,6040,4.469,0.999
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,118.4039,195.109,0.4062,5.593,4.26E+02,3.46,517,16.83,4.4,6486,4.091,1.64
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,182.281992,159.6829,0.2425,8.828,5.09E+02,1.67,280,1.46,8.7,5503,4.536,0.742
CANDIDATE,CANDIDATE,0,0,0,0,2.40174996,131.7811,0.47,1.413,2.54E+02,0.65,621,35.1,13.2,3606,4.855,0.399
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,10.0102876,131.8186,0.5667,5.33,1.27E+02,0.69,522,17.56,7,4214,4.65,0.601
CANDIDATE,CANDIDATE,0,0,0,0,115.238544,155.5989,0.965,7.653,5.17E+02,3.17,372,4.52,10.6,5589,4.384,1.037
CANDIDATE,CANDIDATE,0,0,0,0,21.7434141,148.935,0.906,8.143,1.55E+02,2.23,799,96.15,15.8,5767,4.082,1.497
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1.366964704,132.195909,0.517,2.3181,5.97E+01,0.79,1640,1705.64,3.3,5780,4.438,1
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.77957913,131.7173,0.183,2.457,7.04E+01,0.71,1819,2585.39,11.1,5699,4.553,0.853
FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,0.544561598,131.94532,0.214,1.6053,3.52E+01,44.9,11804,4601339.96,31.1,3715,0.851,80.529
CANDIDATE,CANDIDATE,0,0,0,0,5.6795377,132.95,0.196,3.757,5.20E+01,1.16,1420,961.1,12.5,6514,4.09,1.585
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,17.4453133,135.7562,0.23,5.14,3.28E+02,5.38,1066,305.55,12.2,4927,3.417,3.04
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.9788702,133.5035183,,9.3,,,,,,,,
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1.97515457,132.6578,0.027,2.633,6.61E+01,0.92,1504,1207,9.2,5571,4.31,1.145
CANDIDATE,CANDIDATE,0,0,0,0,9.33955596,138.11016,0.985,2.058,2.45E+02,2.67,882,143.02,10.1,5516,4.308,1.101
FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,21.993112,131.68608,1.249,8.616,1.02E+03,23.21,523,17.75,37.3,5205,4.604,0.747
CONFIRMED,CANDIDATE,0,0,0,0,19.5489666,149.78882,0.83,1.78,5.24E+02,1.89,579,26.62,12.6,5549,4.6,0.732
CANDIDATE,CANDIDATE,0,0,0,0,7.41834569,133.51738,0.049,2.462,2.34E+02,1.12,800,96.9,11.2,5549,4.6,0.732
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,27.6853358,132.70397,0.897,4.661,1.66E+03,3.11,461,10.67,49.3,5216,4.673,0.639
CONFIRMED,CANDIDATE,0,0,0,0,35.6225528,141.4514,0.261,4.845,6.51E+02,2.24,523,17.67,9.6,5799,4.539,0.878
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,7.1403113,137.9994,0.786,5.891,1.12E+02,1.18,1036,272.78,11.8,6354,4.454,1.016
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,2.69487041,131.59964,0.554,2.553,6.21E+01,0.97,1440,1020.03,10.3,5823,4.283,1.187
CONFIRMED,CANDIDATE,0,0,0,0,112.303136,230.4383,0.248,5.869,5.02E+02,1.3,241,0.79,13.1,4401,4.677,0.595
CANDIDATE,CANDIDATE,0,0,0,0,92.461135,211.1951,0.083,14.344,1.22E+02,2.86,564,23.91,20.7,5132,3.675,2.648
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,49.5387264,132.50072,1.223,2.238,7.41E+02,20.52,436,8.52,10.3,5683,4.605,0.747
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,3.39155966,134.1211,0.182,3.87,2.84E+01,0.49,1183,462.47,8.2,5896,4.516,0.914
CANDIDATE,CANDIDATE,0,0,0,0,9.2294726,136.173,0.076,2.446,1.99E+02,0.82,601,30.83,7.5,4781,4.679,0.596
FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1.33254897,132.0549,0.241,3.083,5.92E+02,32.84,4664,111977.04,16.2,4894,2.445,13.777
CANDIDATE,CANDIDATE,0,0,0,0,18.3721835,149.4627,0.78,3.738,1.53E+02,1.12,657,43.96,9.5,5937,4.558,0.83
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,18.2260472,133.5798,0.378,3.664,3.61E+02,1.85,648,41.67,10,5440,4.444,0.98
FALSE POSITIVE,FALSE POSITIVE,1,0,1,0,0.630539713,131.99124,1.2,1.7407,2.40E+02,21.07,1936,3333.18,27.7,5458,4.482,0.894
CANDIDATE,CANDIDATE,0,0,0,0,17.99562529,145.60092,1.2379,0.871,1.07E+03,28.98,701,57.21,12.1,5999,4.494,0.959
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1.018347376,131.69633,0.654,4.386,4.78E+01,1.92,2832,15153.38,33.3,5858,3.729,2.638
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.659299289,131.738727,1.2873,0.6908,1.12E+03,30.54,1979,3623.47,108.6,5791,4.524,0.852
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,101.9743513,163.8034772,,2.34,,,,,,,,
CANDIDATE,CANDIDATE,0,0,0,0,63.095068,158.1168,1.05,9.485,4.97E+02,11.67,573,25.4,11.4,6622,4.331,1.325
FALSE POSITIVE,FALSE POSITIVE,1,1,0,0,4.45540935,134.4555812,,4.14,,,,,,,,
FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,37.32483952,143.0389,1.263,6.9676,4.99E+03,30.32,461,10.67,155.6,5306,4.55,0.79
FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,25.951984,148.92323,1.266,20.585,2.34E+03,36.8,626,36.39,131.4,5889,4.46,1.046
CANDIDATE,CANDIDATE,0,0,0,0,21.7203362,134.7659,0.311,4.252,8.78E+01,0.8,594,29.45,12,5528,4.499,0.853
CONFIRMED,CANDIDATE,0,0,0,0,42.9136635,139.88848,0.403,5.227,1.61E+02,3.19,810,101.56,18.2,6049,3.8,2.483
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,88.1804682,209.15533,0.026,5.033,1.14E+03,2.78,359,3.94,17.5,5497,4.57,0.839
CONFIRMED,CANDIDATE,0,0,0,0,177.668663,264.2428,0.772,9.298,9.01E+02,2.32,233,0.7,12.7,4721,4.615,0.701
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.98041685,131.78321,0.446,0.919,1.06E+02,0.75,1388,880.5,8.8,4861,4.572,0.722
CONFIRMED,CANDIDATE,0,0,0,0,92.263742,146.4247,0.273,8.605,2.97E+02,2.22,469,11.42,12.2,6084,4.287,1.283
CONFIRMED,CANDIDATE,0,0,0,0,6.64754478,137.13371,0.235,1.961,2.89E+02,1.72,999,235.89,12.4,6046,4.478,1.007
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1.23517588,131.9561,0.625,5.476,2.33E+02,1.59,1697,1955.7,19.3,5780,4.438,1
CANDIDATE,CANDIDATE,0,0,0,0,1.97650073,132.95624,0.055,1.788,1.13E+02,0.97,1394,892.9,10.4,5792,4.514,0.923
CANDIDATE,CANDIDATE,0,0,0,0,3.79892774,133.289,0.13,4.112,4.70E+01,1.46,1869,2888.6,8.3,6831,3.971,2.106
FALSE POSITIVE,FALSE POSITIVE,1,0,1,0,0.416995408,132.21942,0.089,0.8928,1.13E+02,0.84,2433,8299.79,19.9,6150,4.498,0.781
CANDIDATE,CANDIDATE,0,0,0,0,14.7401061,133.5305,0.116,5.637,2.38E+02,1.48,750,74.65,10.3,5999,4.494,0.959
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,256.52387,366.9377,0.1065,9.07,1.26E+02,1.33,338,3.1,7.5,6348,4.323,1.18
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,3.0001191,132.9097,0.635,6.61,7.70E+00,0.73,2566,10247.93,7.3,8431,3.97,2.485
CONFIRMED,CANDIDATE,0,0,0,0,81.4160138,160.86387,0.911,14.175,7.62E+02,4.63,522,17.53,54.3,6352,4.267,1.401
CANDIDATE,CANDIDATE,0,0,0,0,4.7309013,135.19333,0.362,2.889,2.29E+02,1.39,1065,303.67,11.6,5941,4.519,0.911
CANDIDATE,CANDIDATE,0,0,0,0,21.3761817,143.6293,0.017,8.543,1.04E+02,1.08,717,62.37,12.1,5984,4.322,1.052
CANDIDATE,CANDIDATE,0,0,0,0,6.58753699,138.0427,0.132,2.043,2.32E+02,1.51,992,228.36,8.2,6014,4.486,0.993
FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,8.5900471,131.9816,0.098,3.463,1.37E+02,0.8,677,49.76,9.6,4914,4.575,0.707
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,357.82544,255.208,0.636,9.12,1.53E+02,1.7,306,2.08,11.1,6131,4.248,1.312
CONFIRMED,CANDIDATE,0,0,0,0,30.8278245,143.1448,0.023,4.214,6.41E+02,2.42,585,27.66,13.9,5982,4.493,0.96
