Classification,Orbital period,Transit Duration,Transit Depth,Planet radius value,Planet Insolation Value,Planetary Equilibrium Temp.,Stellar Effective Temp.,Stellar Surface Gravity,Stellar Radius
0,1.2284388,1.9190118,1229.496513,1.866263,118.2802346,841.1003116,3526.0,4.71105,0.53023
1,9.6001126,4.9882857,380.4193796,2.4070295,193.1543783,950.8147029,5891.0,4.30161,1.2103699
1,2.6998294,2.208,2798.0,4.94551,1198.41,1639.0,6180.0,4.57956,0.92
0,0.581322,1.3261177,3206.601002,2.2014886,194.5178158,952.4881815,3446.0,4.83941,0.38621
1,0.980972,0.5405036,6178.392421,5.9162923,719.5629045,1320.951709,4486.0,4.49914,0.764401
1,5.3987355,3.127,352.0,2.25345,335.249,1192.0,5875.23,4.26474,1.26
1,7.16199,7.668,800.0,5.05452,1230.42,1649.0,6229.0,4.0,1.81
0,1.4412175,1.666,12927.0,17.0442,1160.55,1626.0,5672.9,4.13,1.46
1,1.6849938,0.916,990.0,3.76716,342.918,1198.0,5923.0,4.38,1.11
1,3.9152737,2.562,3350.0,9.43435,311.498,1170.0,5714.0,4.05,1.58
1,3.1968838,3.7533697,7958.980656,14.9685779,1843.132991,1671.124929,6470.0,4.15,1.59715
1,3.9443668,4.8652146,6732.488454,14.5727196,1078.598699,1461.620826,5494.0,3.93,1.75475
1,4.5371361,4.042155,4199.755875,9.8153513,732.0077048,1326.626483,5731.0,4.1,1.48668
1,14.3392144,4.6064739,392.6346872,2.2963233,118.7538488,841.9410276,6295.7,4.438,1.1374201
1,2.8716983,4.668,8568.0,18.1267,4494.25,2281.0,6840.0,4.05,1.91
1,6.0964074,2.3632965,1142.489175,2.5856853,69.8633506,737.3642914,4820.4,4.6,0.731699
1,5.6666168,3.604,9780.0,14.8589,442.536,1277.0,6530.0,4.23,1.47
0,1.56029,2.751,1690.0,18.4825,38412.5,3900.0,6897.0,3.89,2.29
